elapsed_ms,label,is_transition,activity_class,bpm,mean_mag,std_mag,peak_rel,peak_max,ppg_contact
74541,lying,1,0,75.00,1840.6,10.2,1.01,1861.7,1
74941,lying,1,0,75.00,1840.9,10.3,1.02,1871.0,1
75341,lying,1,0,75.00,1841.6,9.5,1.02,1871.0,1
75741,lying,1,0,75.00,1841.6,9.6,1.02,1871.0,1
76141,lying,1,0,75.00,1842.8,10.1,1.02,1871.0,1
76541,lying,1,0,75.00,1843.0,9.9,1.02,1871.0,1
76942,lying,1,0,75.00,1842.6,11.0,1.02,1871.0,1
77342,lying,1,0,75.00,1842.8,14.7,1.03,1899.3,1
77742,lying,1,0,75.00,1843.2,15.0,1.03,1899.3,1
78142,lying,1,0,75.00,1848.6,36.5,1.13,2097.8,1
78543,lying,1,0,75.00,1844.5,124.5,1.25,2305.2,1
78943,lying,1,0,105.00,1859.4,139.9,1.24,2305.2,1
79343,lying,1,0,105.00,1856.8,155.6,1.24,2305.2,1
79743,lying,1,0,105.00,1863.5,165.1,1.24,2305.2,1
80144,lying,1,0,105.00,1864.3,167.0,1.24,2305.2,1
80544,lying,1,0,105.00,1859.1,166.5,1.24,2305.2,1
80944,lying,1,0,105.00,1869.3,166.4,1.31,2444.2,1
81344,lying,1,0,105.00,1858.0,176.9,1.32,2444.2,1
81745,lying,1,0,94.58,1864.8,170.7,1.31,2444.2,1
82145,lying,1,0,94.58,1868.4,173.5,1.31,2444.2,1
82545,lying,1,0,94.58,1876.2,208.8,1.30,2444.2,1
82945,lying,1,0,94.58,1882.6,209.3,1.30,2444.2,1
83346,lying,1,0,96.55,1886.8,184.1,1.27,2400.2,1
83746,lying,1,0,96.55,1888.5,169.6,1.27,2400.2,1
84146,lying,1,0,86.57,1888.9,165.8,1.27,2400.2,1
84546,lying,1,0,86.57,1878.3,173.0,1.28,2400.2,1
84947,lying,1,0,85.23,1873.9,132.5,1.23,2304.8,1
85347,lying,1,0,85.23,1870.6,127.9,1.23,2304.8,1
85747,lying,1,0,85.23,1862.6,108.8,1.24,2304.8,1
86147,lying,1,0,85.23,1860.3,97.0,1.24,2304.8,1
86548,lying,1,0,85.23,1858.3,89.9,1.24,2304.8,1
86949,lying,1,0,85.23,1861.0,44.1,1.13,2108.0,1
87349,lying,0,0,85.23,1858.4,9.2,1.02,1889.1,1
87749,lying,0,0,85.23,1859.1,8.3,1.01,1879.2,1
88150,lying,0,0,85.23,1858.6,7.8,1.01,1879.2,1
88550,lying,0,0,85.23,1859.4,8.2,1.01,1882.8,1
88950,lying,0,0,85.23,1859.7,8.3,1.01,1882.8,1
89350,lying,0,0,85.23,1859.7,8.3,1.01,1882.8,1
89741,lying,0,0,85.23,1859.6,10.7,1.01,1882.8,1
90141,lying,0,0,84.80,1858.8,10.7,1.01,1882.8,1
90540,lying,0,0,84.80,1859.2,11.9,1.01,1882.8,1
90941,lying,0,0,71.60,1860.5,33.9,1.12,2082.5,1
91341,lying,0,0,71.60,1855.1,101.1,1.20,2227.7,1
91742,lying,0,0,71.60,1857.2,109.6,1.20,2227.7,1
92141,lying,0,0,71.60,1861.3,113.9,1.20,2227.7,1
92542,lying,0,0,71.60,1857.7,114.3,1.20,2227.7,1
92942,lying,0,0,71.60,1853.9,114.4,1.20,2227.7,1
93343,lying,0,0,71.60,1849.4,109.8,1.20,2227.7,1
93742,lying,0,0,71.60,1851.7,55.6,1.11,2053.4,1
94143,lying,0,0,71.60,1846.3,35.5,1.10,2023.6,1
94543,lying,0,0,71.60,1838.0,13.4,1.02,1882.0,1
94944,lying,0,0,71.60,1837.9,13.3,1.02,1882.0,1
95344,lying,0,0,71.60,1839.1,14.8,1.02,1882.0,1
95743,lying,0,0,71.60,1838.2,14.7,1.02,1882.0,1
96144,lying,0,0,71.60,1838.6,14.5,1.02,1882.0,1
96545,lying,0,0,71.60,1838.6,14.0,1.02,1882.0,1
96945,lying,0,0,71.60,1839.9,10.4,1.02,1869.9,1
97344,lying,0,0,71.60,1840.0,10.3,1.02,1869.9,1
97745,lying,0,0,71.60,1838.5,8.2,1.01,1859.2,1
98146,lying,0,0,71.60,1839.9,8.4,1.01,1859.2,1
98546,lying,0,0,71.60,1839.2,8.2,1.01,1857.8,1
98946,lying,0,0,71.60,1839.6,9.3,1.01,1857.8,1
99346,lying,0,0,71.60,1840.9,9.7,1.01,1866.7,1
99747,lying,0,0,71.60,1841.7,9.2,1.01,1866.7,1
100147,lying,0,0,71.60,1842.6,8.7,1.01,1866.7,1
100546,lying,0,0,71.60,1841.7,8.9,1.01,1866.7,1
100947,lying,0,0,71.60,1842.3,8.7,1.01,1866.7,1
101348,lying,0,0,71.60,1842.8,8.4,1.01,1866.7,1
101748,lying,0,0,71.60,1842.4,7.6,1.01,1858.2,1
102148,lying,0,0,71.60,1842.2,8.4,1.01,1858.2,1
102548,lying,0,0,71.60,1842.4,9.5,1.02,1879.6,1
102948,lying,0,0,71.60,1842.5,9.7,1.02,1879.6,1
103349,lying,0,0,71.60,1841.7,10.1,1.02,1879.6,1
103749,lying,0,0,71.60,1840.6,10.0,1.02,1879.6,1
104149,lying,0,0,71.60,1839.1,10.7,1.02,1879.6,1
104549,lying,0,0,71.60,1838.2,12.2,1.02,1879.6,1
104950,lying,0,0,71.60,1837.9,12.5,1.02,1869.7,1
105349,lying,0,0,71.60,1850.4,54.5,1.21,2232.6,1
105749,lying,0,0,71.60,1842.0,68.9,1.21,2232.6,1
106149,lying,0,0,71.60,1839.1,71.9,1.21,2232.6,1
106541,lying,0,0,71.60,1840.7,73.3,1.21,2232.6,1
106941,lying,0,0,71.60,1840.2,75.0,1.21,2232.6,1
107341,lying,0,0,71.60,1839.3,75.1,1.21,2232.6,1
107740,lying,0,0,71.60,1824.2,50.4,1.07,1956.1,1
108142,lying,0,0,71.60,1834.1,35.0,1.07,1956.1,1
108542,lying,0,0,71.60,1860.7,118.3,1.32,2451.1,1
108941,lying,0,0,71.60,1872.3,132.5,1.31,2451.1,1
109342,lying,0,0,71.60,1870.1,133.7,1.31,2451.1,1
109743,lying,0,0,71.60,1871.4,136.6,1.31,2451.1,1
110242,lying,0,0,69.02,1889.4,143.2,1.30,2451.1,1
110642,lying,0,0,69.02,1896.4,153.8,1.29,2451.1,1
111042,lying,0,0,69.02,1878.6,113.2,1.14,2140.3,1
111443,lying,0,0,69.02,1874.3,98.2,1.12,2105.5,1
111843,lying,0,0,69.02,1888.1,95.5,1.12,2105.5,1
112243,lying,0,0,69.02,1898.2,90.1,1.11,2105.5,1
112643,lying,0,0,69.02,1890.3,87.5,1.11,2105.5,1
113044,lying,0,0,69.02,1899.7,84.0,1.22,2317.7,1
113444,lying,0,0,69.02,1913.3,95.8,1.21,2317.7,1
113844,lying,0,0,69.02,1920.0,105.5,1.21,2317.7,1
114244,lying,0,0,82.72,1916.1,113.3,1.21,2317.7,1
114645,lying,0,0,82.72,1933.5,140.2,1.20,2317.7,1
115045,lying,0,0,79.59,1946.8,148.2,1.19,2317.7,1
115445,lying,0,0,79.59,1937.7,152.0,1.18,2282.6,1
115845,lying,0,0,75.70,1942.8,170.6,1.23,2382.4,1
116246,lying,0,0,75.70,1944.6,165.6,1.23,2382.4,1
116646,lying,0,0,75.70,1953.0,158.6,1.22,2382.4,1
117046,lying,0,0,75.70,1954.8,150.9,1.22,2382.4,1
117446,lying,0,0,75.70,1945.8,145.8,1.22,2382.4,1
117847,lying,0,0,75.70,1963.1,146.2,1.21,2382.4,1
118247,lying,0,0,75.70,1940.2,126.3,1.22,2375.7,1
118647,lying,0,0,75.70,1954.1,144.4,1.22,2375.7,1
119047,lying,0,0,75.70,1988.9,164.6,1.19,2375.7,1
119448,lying,0,0,75.70,2001.0,176.0,1.19,2380.5,1
119848,lying,0,0,75.70,1992.2,179.5,1.19,2380.5,1
120248,lying,0,0,75.70,1951.9,193.0,1.22,2380.5,1
120648,lying,0,0,75.70,1973.1,188.7,1.21,2380.5,1
121080,lying,0,0,68.81,1977.9,178.8,1.20,2380.5,1
