elapsed_ms,label,is_transition,activity_class,bpm,mean_mag,std_mag,peak_rel,peak_max,ppg_contact,seconds_left
49423,lying,1,0,93.75,1886.9,10.2,1.01,1907.4,1,89
49824,lying,1,0,93.75,1886.4,9.3,1.01,1904.6,1,89
50225,lying,1,0,93.75,1885.9,8.5,1.01,1904.6,1,89
50625,lying,1,0,93.75,1887.2,12.9,1.03,1947.3,1,88
51015,lying,1,0,93.75,1881.9,41.0,1.06,1988.7,1,88
51416,lying,1,0,93.75,1884.1,49.3,1.08,2039.8,1,87
51816,lying,1,0,93.75,1893.1,274.2,1.67,3156.8,1,87
52217,lying,1,0,93.75,1910.4,289.1,1.65,3156.8,1,87
52617,lying,1,0,93.75,1975.6,322.1,1.6,3156.8,1,86
53016,lying,1,0,93.75,1961.8,337.6,1.61,3156.8,1,86
53517,lying,1,0,93.75,1972.9,343.7,1.6,3156.8,1,85
53917,lying,1,0,93.75,1997.9,346.1,1.58,3156.8,1,85
54317,lying,1,0,93.75,2003.7,223.4,1.21,2418.1,1,85
54718,lying,1,0,93.75,2048.7,454.0,2.43,4988.1,1,84
55118,lying,1,0,93.75,2036.6,463.0,2.45,4988.1,1,84
55519,lying,1,0,91.54,2087.4,448.8,2.39,4988.1,1,83
55919,lying,1,0,91.54,2125.7,437.5,2.35,4988.1,1,83
56319,lying,1,0,91.54,2108.4,450.1,2.37,4988.1,1,83
56720,lying,1,0,91.54,2115.9,468.9,2.36,4988.1,1,82
57120,lying,1,0,91.54,2060.7,264.9,1.42,2930.5,1,82
57520,lying,1,0,91.54,2014.3,229.5,1.36,2747.4,1,81
57921,lying,1,0,91.54,1986.9,216.6,1.38,2747.4,1,81
58321,lying,1,0,91.54,1950.3,197.4,1.41,2747.4,1,81
58721,lying,1,0,91.54,1950.2,170.2,1.41,2747.4,1,80
59122,lying,1,0,91.54,1940.8,80.4,1.22,2360.6,1,80
59522,lying,1,0,91.54,1937.6,60.2,1.08,2086.8,1,79
59922,lying,1,0,91.54,1945.0,58.5,1.07,2086.8,1,79
60323,lying,1,0,91.54,1946.0,57.6,1.07,2086.8,1,79
60754,lying,1,0,91.54,1947.7,58.0,1.07,2086.8,1,78
61123,lying,1,0,91.54,1951.2,58.7,1.07,2086.8,1,78
61524,lying,1,0,91.54,1950.5,57.0,1.07,2086.8,1,77
61924,lying,1,0,91.54,1958.7,23.5,1.03,2010.5,1,77
62324,lying,1,0,91.54,1957.2,22.9,1.03,2010.5,1,77
62725,lying,1,0,91.54,1956.4,22.2,1.03,2010.5,1,76
63115,lying,1,0,91.54,1958.4,18.6,1.02,2003.3,1,76
63515,lying,1,0,88.68,1957.8,16.7,1.02,2003.3,1,75
63915,lying,1,0,93.21,1956.6,15.8,1.02,2003.3,1,75
64316,lying,1,0,93.21,1958.5,29.4,1.07,2100.4,1,75
64716,lying,0,0,93.37,1949.8,60.5,1.1,2143.2,1,74
65116,lying,0,0,93.37,1957.4,73.6,1.13,2213.8,1,74
65516,lying,0,0,93.37,1960.0,74.0,1.13,2213.8,1,73
65917,lying,0,0,93.37,1962.3,74.1,1.13,2213.8,1,73
66317,lying,0,0,93.37,1966.6,74.3,1.13,2213.8,1,73
66717,lying,0,0,93.37,2000.2,152.5,1.28,2566.0,1,72
67118,lying,0,0,93.37,1976.2,174.7,1.3,2566.0,1,72
67518,lying,0,0,93.37,1952.9,180.9,1.31,2566.0,1,71
67918,lying,0,0,93.37,1934.7,204.5,1.33,2566.0,1,71
68319,lying,0,0,93.37,1949.8,233.7,1.35,2628.8,1,71
68719,lying,0,0,93.37,1931.0,234.9,1.36,2628.8,1,70
69120,lying,0,0,93.37,1880.5,176.4,1.4,2628.8,1,70
69520,lying,0,0,93.37,1899.1,161.9,1.38,2628.8,1,69
69920,lying,0,0,93.37,1900.7,155.2,1.38,2628.8,1,69
70321,lying,0,0,93.37,1901.3,126.0,1.38,2628.8,1,69
70721,lying,0,0,93.37,1869.7,11.0,1.01,1893.2,1,68
71121,lying,0,0,93.37,1870.3,11.6,1.01,1893.8,1,68
71522,lying,0,0,93.37,1869.7,11.6,1.01,1893.8,1,67
